"SCTRY","Value added source country","SINDY","Value added source industry","XCTRY","Country of final demand","XINDY","Industry of final demand","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"WLD","World","D55T56","Accommodation and food services","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,124.667,,
"WLD","World","D58T63","Information and communication","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,233.088,,
"WLD","World","D58T63","Information and communication","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,229.62,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,44.456,,
"WLD","World","D58T60","Publishing, audiovisual and broadcasting activities","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,46.771,,
"WLD","World","D61","Telecommunications","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,109.52,,
"WLD","World","D61","Telecommunications","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,101.299,,
"WLD","World","D62T63","IT and other information services","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,79.112,,
"WLD","World","D62T63","IT and other information services","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,81.549,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,725.854,,
"WLD","World","D64T66","Financial and insurance activities","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,560.169,,
"WLD","World","D68","Real estate activities","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,208.9,,
"WLD","World","D68","Real estate activities","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,187.233,,
"WLD","World","D69T82","Other business sector services","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,950.823,,
"WLD","World","D69T82","Other business sector services","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,1199.416,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,463.018,,
"WLD","World","D84T98","Public admin, education and health; social and personal services","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,252.634,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,293.594,,
"WLD","World","D84T88","Public admin, defence; education and health","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,165.555,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,101.518,,
"WLD","World","D84","Public admin. and defence; compulsory social security","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,45.53,,
"WLD","World","D85","Education","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,96.416,,
"WLD","World","D85","Education","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,42.587,,
"WLD","World","D86T88","Human health and social work","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,95.66,,
"WLD","World","D86T88","Human health and social work","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,77.439,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,169.424,,
"WLD","World","D90T98","Other social and personal services","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,87.079,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,169.424,,
"WLD","World","D90T96","Arts, entertainment, recreation and other service activities","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,87.079,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D97T98","Private households with employed persons","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,0,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,24373.844,,
"WLD","World","D05T39","Industry (mining, manufactures and utilities)","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,23026.004,,
"WLD","World","D45T98","Total services ","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,4866.283,,
"WLD","World","D45T98","Total services ","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,4319.782,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,2118.665,,
"WLD","World","D58T82","Information, finance, real estate and other business services","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,2176.438,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,5117.475,,
"WLD","World","D41T98","Total services (incl. construction)","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,4467.869,,
"WLD","World","DINFO","Information industries","WLD","World","D07T08","Mining and quarrying of non-energy producing products","2015","2015","USD","US Dollar","6","Millions",,,326.147,,
"WLD","World","DINFO","Information industries","WLD","World","D09","Mining support service activities","2015","2015","USD","US Dollar","6","Millions",,,329.878,,
"WLD","World","DTOTAL","TOTAL","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,3876738.8,,
"WLD","World","D01T03","Agriculture, forestry and fishing","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,892321.337,,
"WLD","World","D05T09","Mining and quarrying","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,123809.861,,
"WLD","World","D05T06","Mining and extraction of energy producing products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,89733.954,,
"WLD","World","D07T08","Mining and quarrying of non-energy producing products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,15919.665,,
"WLD","World","D09","Mining support service activities","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,18156.242,,
"WLD","World","D10T33","Manufacturing","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,1625670.795,,
"WLD","World","D10T12","Food products, beverages and tobacco","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,1338020.334,,
"WLD","World","D13T15","Textiles, wearing apparel, leather and related products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,11202.952,,
"WLD","World","D16T18","Wood and paper products; printing","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,36304.306,,
"WLD","World","D16","Wood and products of wood and cork","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,4427.035,,
"WLD","World","D17T18","Paper products and printing","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,31877.271,,
"WLD","World","D19T23","Chemicals and non-metallic mineral products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,143297.757,,
"WLD","World","D19","Coke and refined petroleum products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,33391.553,,
"WLD","World","D20T21","Chemicals and pharmaceutical products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,67892.021,,
"WLD","World","D22","Rubber and plastic products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,29380.938,,
"WLD","World","D23","Other non-metallic mineral products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,12633.245,,
"WLD","World","D24T25","Basic metals and fabricated metal products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,38744.793,,
"WLD","World","D24","Basic metals","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,14486.509,,
"WLD","World","D25","Fabricated metal products","WLD","World","D10T12","Food products, beverages and tobacco","2015","2015","USD","US Dollar","6","Millions",,,24258.284,,
