Country,Variable,Code,Name,Value
Poland,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",99464
Poland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",53
Poland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",180340.131878697
Poland,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",125108
Poland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",3192
Poland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",180340.131878697
Poland,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",125108
Poland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",3192
Portugal,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",6602.38391346935
Portugal,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",6093
Portugal,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",5
Portugal,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",19032.8286683161
Portugal,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",8563
Portugal,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1209
Portugal,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",19032.8286683161
Portugal,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",8563
Portugal,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1209
Slovak Republic,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",6420.8794130977
Slovak Republic,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",11533
Slovak Republic,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",11
Slovak Republic,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",10169.2086978333
Slovak Republic,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",17672
Slovak Republic,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",451
Slovak Republic,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",10169.2086978333
Slovak Republic,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",17672
Slovak Republic,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",451
Spain,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",55821.9163685211
Spain,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",25666
Spain,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",27
Spain,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",84522.1577773372
Spain,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",35951
Spain,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",14044
Spain,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",84522.1577773372
Spain,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",35951
Spain,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",14044
Sweden,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",115815.011632376
Sweden,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",15615
Sweden,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",21
Sweden,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",221018.228369636
Sweden,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",28175
Sweden,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4221
Sweden,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",221018.228369636
Sweden,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",28175
Sweden,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4221
United Kingdom,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",85669.6735684158
United Kingdom,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",125093
United Kingdom,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",34
United Kingdom,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",97037.3166485441
United Kingdom,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",139738
United Kingdom,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4279
United Kingdom,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",97037.3166485441
United Kingdom,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",139738
United Kingdom,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4279
United States,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",600524
Estonia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",769.636759272031
Estonia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2358
Estonia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",3
Estonia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1590.3723525613
Estonia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4890
Estonia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",230
Estonia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1590.3723525613
Estonia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4890
Estonia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",230
Latvia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1422.02557664559
Latvia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",6996
Latvia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",6
Latvia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1875.96707037548
Latvia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",11228
Latvia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",533
Lithuania,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Lithuania,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Lithuania,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",9
Lithuania,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2141.10423030268
Lithuania,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",13064
Lithuania,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1488
Slovenia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",856.153303639847
Slovenia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",5554
Slovenia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",10
Slovenia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",5475.41580167816
Slovenia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7783
Slovenia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1530
Slovenia,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",5475.41580167816
Slovenia,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",7783
Slovenia,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1530
Austria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Austria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Austria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",11
Austria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4713.4393614387
Austria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",19747
Austria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2030
Austria,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4713.4393614387
Austria,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",19747
Austria,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2030
Belgium,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Belgium,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Belgium,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",
Belgium,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",8532.69418827587
Belgium,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",22425
Belgium,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1276
Belgium,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",8532.69418827587
Belgium,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",22425
Belgium,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1276
Denmark,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",31185.519267182
Denmark,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",12195
Denmark,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2550
Finland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",484.853134061303
Finland,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1479
Finland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",4
Finland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2245.2845691456
Finland,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",8490
Finland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1466
Finland,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",2245.2845691456
Finland,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",8490
Finland,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",1466
France,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",16280.7914648161
France,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",84724
France,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",92
France,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",33380.4259735134
France,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",160399
France,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",12299
France,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",33380.4259735134
France,Number of employees,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",160399
France,Number of enterprises,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",12299
Germany,Turnover,D35T39,"Electricity, gas, water supply, sewerage, waste and remediation services",17389.5550537299
